Entity,Code,Year,Schizophrenia disorders (share of population) - Sex: Both - Age: Age-standardized,Depressive disorders (share of population) - Sex: Both - Age: Age-standardized,Anxiety disorders (share of population) - Sex: Both - Age: Age-standardized,Bipolar disorders (share of population) - Sex: Both - Age: Age-standardized,Eating disorders (share of population) - Sex: Both - Age: Age-standardized
South Korea,KOR,2009,0.29913753,2.0596359,3.347628,0.5010939,0.3093328
South Korea,KOR,2010,0.2993311,2.0781655,3.3784516,0.50106794,0.31287393
South Korea,KOR,2011,0.299393,2.0921218,3.408517,0.5010244,0.31704602
South Korea,KOR,2012,0.29940864,2.1055675,3.4424362,0.50096184,0.32138288
South Korea,KOR,2013,0.29941794,2.1190007,3.4731467,0.50087225,0.32610947
South Korea,KOR,2014,0.29943326,2.12976,3.493538,0.5007655,0.33138984
South Korea,KOR,2015,0.29947987,2.136813,3.4968655,0.50065994,0.33653268
South Korea,KOR,2016,0.29945716,2.1219714,3.3655744,0.50056434,0.34217376
South Korea,KOR,2017,0.29947233,2.1005013,3.234224,0.50048304,0.34597564
South Korea,KOR,2018,0.2998694,2.0961022,3.2268293,0.5003912,0.34932303
South Korea,KOR,2019,0.30063236,2.091181,3.2213244,0.5002964,0.35135385
South Sudan,SSD,1990,0.22974153,4.6261563,4.7338877,0.6098211,0.14768724
South Sudan,SSD,1991,0.22942156,4.625013,4.7358317,0.60983324,0.14687294
South Sudan,SSD,1992,0.22912923,4.625999,4.7384357,0.60984886,0.14614473
South Sudan,SSD,1993,0.2288794,4.627974,4.741508,0.60986763,0.14577256
South Sudan,SSD,1994,0.22868611,4.6311646,4.7450104,0.6098909,0.14537519
South Sudan,SSD,1995,0.22856463,4.633502,4.7486377,0.6099175,0.14511123
South Sudan,SSD,1996,0.22846305,4.635792,4.75331,0.6099465,0.14441873
South Sudan,SSD,1997,0.2283373,4.6394277,4.759863,0.6099806,0.14377879
South Sudan,SSD,1998,0.22821882,4.643019,4.7672567,0.6100187,0.14275424
South Sudan,SSD,1999,0.22813971,4.6473308,4.774296,0.61005694,0.14254348
South Sudan,SSD,2000,0.22812846,4.650156,4.7799687,0.6100955,0.14218487
South Sudan,SSD,2001,0.22835226,4.652461,4.785678,0.61013323,0.14258507
South Sudan,SSD,2002,0.22883794,4.653022,4.7929773,0.6101706,0.14290456
South Sudan,SSD,2003,0.22940388,4.653734,4.8007708,0.6102075,0.14364626
South Sudan,SSD,2004,0.22987103,4.6539383,4.8080425,0.6102438,0.1441913
South Sudan,SSD,2005,0.23006353,4.6546454,4.8137326,0.61027896,0.14459604
South Sudan,SSD,2006,0.22993872,4.6568155,4.8190064,0.6103128,0.14515038
South Sudan,SSD,2007,0.22964692,4.6537933,4.825843,0.61034435,0.14600691
South Sudan,SSD,2008,0.22929733,4.652348,4.833968,0.61037314,0.14667006
South Sudan,SSD,2009,0.22899535,4.6509666,4.8432093,0.6104001,0.14732978
South Sudan,SSD,2010,0.22884461,4.6508074,4.8532023,0.610425,0.14769529
South Sudan,SSD,2011,0.22882369,4.6565433,4.868254,0.6104493,0.14802986
South Sudan,SSD,2012,0.22882044,4.6622066,4.891739,0.6104894,0.14845598
South Sudan,SSD,2013,0.22880693,4.6716666,4.9199533,0.6105523,0.14965236
South Sudan,SSD,2014,0.22876379,4.68019,4.9480853,0.6106304,0.150014
South Sudan,SSD,2015,0.22864588,4.693591,4.975225,0.6107643,0.1507044
South Sudan,SSD,2016,0.22816782,4.7088447,5.004526,0.6109072,0.15202649
South Sudan,SSD,2017,0.22780673,4.7219462,5.020987,0.61095554,0.15279846
South Sudan,SSD,2018,0.22825797,4.7317224,5.009685,0.61095864,0.15281141
South Sudan,SSD,2019,0.22934605,4.749942,4.9776773,0.6109647,0.15204576
Spain,ESP,1990,0.26533097,4.083788,4.6099052,0.9199943,0.4630874
Spain,ESP,1991,0.26524615,4.0061064,4.6215096,0.91996837,0.46896124
Spain,ESP,1992,0.26517737,3.9369006,4.6264596,0.9199487,0.47503522
Spain,ESP,1993,0.26512778,3.8762555,4.62621,0.9199226,0.4808841
Spain,ESP,1994,0.26510474,3.8312209,4.6221313,0.9198759,0.48714554
Spain,ESP,1995,0.26510584,3.799392,4.6159086,0.9198195,0.49087846
Spain,ESP,1996,0.26515076,3.7810774,4.5625477,0.919729,0.4948218
Spain,ESP,1997,0.26523796,3.769322,4.4448476,0.91961086,0.49939618
Spain,ESP,1998,0.26535118,3.7594347,4.3053117,0.9194538,0.5036295
Spain,ESP,1999,0.2654692,3.7525496,4.186335,0.9192558,0.5084452
Spain,ESP,2000,0.26556897,3.7428038,4.1303062,0.91902083,0.51308703
Spain,ESP,2001,0.2656444,3.738759,4.1491303,0.9193592,0.5186707
Spain,ESP,2002,0.26569927,3.7476277,4.2152863,0.920559,0.52531534
Spain,ESP,2003,0.26573914,3.766802,4.311017,0.9220768,0.53182846
Spain,ESP,2004,0.26577577,3.7885585,4.418193,0.9233383,0.5387039
Spain,ESP,2005,0.2658265,3.8114219,4.5191884,0.9237578,0.5446762
Spain,ESP,2006,0.2658833,3.8760362,4.650517,0.923595,0.55223906
Spain,ESP,2007,0.26592594,3.9983077,4.832557,0.92350537,0.56145084
Spain,ESP,2008,0.265951,4.146153,5.02229,0.923487,0.57133406
Spain,ESP,2009,0.26594946,4.281249,5.1769824,0.9235392,0.57930857
Spain,ESP,2010,0.26592284,4.3695283,5.2538624,0.9236527,0.58327866
Spain,ESP,2011,0.26588783,4.4169974,5.275168,0.923807,0.5835277
Spain,ESP,2012,0.26586136,4.459497,5.29284,0.9239837,0.582039
Spain,ESP,2013,0.26583636,4.494284,5.3067756,0.92416084,0.5783364
Spain,ESP,2014,0.26580942,4.524759,5.3172936,0.9243143,0.576135
Spain,ESP,2015,0.26577014,4.549931,5.3248467,0.9244504,0.57605064
Spain,ESP,2016,0.2656553,4.5881457,5.3299813,0.9245631,0.58009267
Spain,ESP,2017,0.2655436,4.6281743,5.331112,0.92466897,0.58482724
Spain,ESP,2018,0.2655401,4.661225,5.1842403,0.9247574,0.5868674
Spain,ESP,2019,0.2656171,4.704455,4.8611727,0.92482716,0.59025174
Sri Lanka,LKA,1990,0.28513813,3.3687038,3.803308,0.33548442,0.082203805
Sri Lanka,LKA,1991,0.28601098,3.3694372,3.811312,0.33549106,0.08284108
Sri Lanka,LKA,1992,0.2868356,3.3626518,3.81875,0.33550078,0.08365916
Sri Lanka,LKA,1993,0.28757197,3.3568707,3.8252761,0.33550903,0.08407745
Sri Lanka,LKA,1994,0.28817534,3.346541,3.830792,0.33551523,0.084603235
Sri Lanka,LKA,1995,0.28860003,3.3366287,3.8353674,0.33552185,0.08567629
Sri Lanka,LKA,1996,0.2889318,3.3126354,3.8396606,0.33552995,0.08665714
Sri Lanka,LKA,1997,0.28926754,3.2663913,3.8441863,0.33553964,0.08771207
Sri Lanka,LKA,1998,0.28958282,3.2096324,3.8486054,0.33554906,0.08881084
Sri Lanka,LKA,1999,0.28985205,3.1533577,3.8525836,0.33555308,0.090051375
Sri Lanka,LKA,2000,0.2900476,3.1054337,3.855888,0.33555725,0.09105519
Sri Lanka,LKA,2001,0.29030702,3.0672226,3.8577883,0.33556175,0.09219955
Sri Lanka,LKA,2002,0.29071534,3.0287066,3.8582819,0.3355649,0.093020536
Sri Lanka,LKA,2003,0.29116765,2.9930906,3.858359,0.33556914,0.093824685
Sri Lanka,LKA,2004,0.29155627,2.9602394,3.8593562,0.33557272,0.094703026
Sri Lanka,LKA,2005,0.29177994,2.931717,3.8619037,0.3355785,0.09533864
Sri Lanka,LKA,2006,0.2918636,2.9047809,3.8685918,0.3355806,0.096682265
Sri Lanka,LKA,2007,0.29192606,2.8774006,3.8801677,0.33558026,0.09777207
Sri Lanka,LKA,2008,0.29201397,2.8531585,3.8941774,0.3355835,0.09931618
Sri Lanka,LKA,2009,0.2921754,2.834642,3.9079688,0.33558586,0.10075338
Sri Lanka,LKA,2010,0.2924561,2.8257906,3.918913,0.33559063,0.102201395
Sri Lanka,LKA,2011,0.29341263,2.8281,3.9292452,0.33559132,0.1040396
Sri Lanka,LKA,2012,0.29519564,2.8334346,3.94189,0.33558786,0.106691584
Sri Lanka,LKA,2013,0.29724213,2.8434148,3.955406,0.33558595,0.10876905
Sri Lanka,LKA,2014,0.29898968,2.8516665,3.9685087,0.3355835,0.111072265
Sri Lanka,LKA,2015,0.2998731,2.8567615,3.979954,0.33558363,0.1134213
Sri Lanka,LKA,2016,0.29940882,2.859035,3.9985235,0.3355842,0.11520672
Sri Lanka,LKA,2017,0.29884103,2.8593588,4.0158405,0.33558396,0.117383815
Sri Lanka,LKA,2018,0.29940757,2.8623793,4.025531,0.33558547,0.11867576
Sri Lanka,LKA,2019,0.3008161,2.8662298,4.0355477,0.33558726,0.120000996
Sudan,SDN,1990,0.23066828,4.5052524,4.6662936,0.73290735,0.117963836
Sudan,SDN,1991,0.23056777,4.4989495,4.664764,0.732756,0.11742047
Sudan,SDN,1992,0.2304842,4.4939127,4.6637197,0.7326569,0.11724461
Sudan,SDN,1993,0.23042141,4.490882,4.663132,0.7326125,0.11708872
Sudan,SDN,1994,0.23038188,4.4877415,4.6627555,0.73260236,0.11688617
Sudan,SDN,1995,0.2303709,4.488677,4.662434,0.7326326,0.11689442
Sudan,SDN,1996,0.23039722,4.4913845,4.661251,0.7326134,0.1171821
Sudan,SDN,1997,0.230454,4.4973655,4.659921,0.7325813,0.11754044
Sudan,SDN,1998,0.2305228,4.5063777,4.65916,0.7325918,0.11813861
Sudan,SDN,1999,0.2305924,4.515301,4.658576,0.73260367,0.11848762
Sudan,SDN,2000,0.23064928,4.515387,4.6580496,0.7326361,0.119486414
Sudan,SDN,2001,0.2307405,4.511262,4.6594515,0.7327022,0.120465495
Sudan,SDN,2002,0.23089485,4.498966,4.6632934,0.73280203,0.12169872
Sudan,SDN,2003,0.23106676,4.484097,4.667593,0.7328773,0.12309434
Sudan,SDN,2004,0.23121049,4.469834,4.6709204,0.73289734,0.12518808
Sudan,SDN,2005,0.23127444,4.46039,4.672264,0.7328873,0.1267576
Sudan,SDN,2006,0.23123765,4.451887,4.671487,0.73284334,0.12816656
Sudan,SDN,2007,0.23113912,4.442831,4.6696067,0.7327731,0.12986618
Sudan,SDN,2008,0.23101969,4.4370227,4.6677604,0.7326965,0.13190639
Sudan,SDN,2009,0.23092012,4.4284368,4.667458,0.73265326,0.13361844
Sudan,SDN,2010,0.23088278,4.4228067,4.669342,0.73263264,0.1352044
Sudan,SDN,2011,0.23095998,4.4160686,4.67703,0.7325914,0.13691369
Sudan,SDN,2012,0.23113447,4.409163,4.690967,0.7325227,0.13791324
Sudan,SDN,2013,0.2313501,4.399127,4.706804,0.732433,0.13923752
Sudan,SDN,2014,0.2315506,4.391478,4.720418,0.7323377,0.14080863
Sudan,SDN,2015,0.23167941,4.3897004,4.7269845,0.7322102,0.14216202
Sudan,SDN,2016,0.23183379,4.3877373,4.718628,0.7320486,0.14345671
Sudan,SDN,2017,0.23200709,4.3873577,4.7097893,0.73192906,0.144264
Sudan,SDN,2018,0.23225896,4.3990607,4.720341,0.7318642,0.14499553
Sudan,SDN,2019,0.23268405,4.4230967,4.745971,0.73181224,0.14551556
Suriname,SUR,1990,0.27128673,4.46826,4.10715,0.8958869,0.1954934
Suriname,SUR,1991,0.27108762,4.4711857,4.100826,0.8959089,0.19384623
Suriname,SUR,1992,0.27089554,4.4774957,4.095248,0.89594626,0.19224428
Suriname,SUR,1993,0.2707208,4.486083,4.09109,0.8960208,0.19093174
Suriname,SUR,1994,0.2705815,4.4948993,4.087929,0.8960727,0.18985221
Suriname,SUR,1995,0.27049685,4.5051155,4.085247,0.8960456,0.18939911
Suriname,SUR,1996,0.270404,4.518155,4.08291,0.8959966,0.18925945
Suriname,SUR,1997,0.2702642,4.5412693,4.080497,0.8959583,0.18903877
Suriname,SUR,1998,0.27012077,4.5670886,4.07854,0.8959418,0.18895873
Suriname,SUR,1999,0.27002072,4.5941095,4.07704,0.8959318,0.18874376
Suriname,SUR,2000,0.27000964,4.6174254,4.0762773,0.89593107,0.18922865
Suriname,SUR,2001,0.2701906,4.6399827,4.076311,0.8959483,0.18976294
Suriname,SUR,2002,0.2705677,4.670139,4.0766125,0.89597505,0.1914686
Suriname,SUR,2003,0.27103302,4.698114,4.077305,0.8960236,0.19369385
Suriname,SUR,2004,0.27148148,4.7206154,4.0784645,0.8960982,0.19631526
Suriname,SUR,2005,0.2718078,4.734284,4.080016,0.8961918,0.1986835
Suriname,SUR,2006,0.27207828,4.736209,4.0823507,0.8962958,0.20118377
Suriname,SUR,2007,0.27240032,4.736495,4.0858507,0.8964154,0.20428742
Suriname,SUR,2008,0.27273113,4.73323,4.0901146,0.89654,0.20807338
Suriname,SUR,2009,0.2730295,4.729715,4.0946736,0.8966633,0.2114913
Suriname,SUR,2010,0.27325782,4.7280545,4.098597,0.89674264,0.21417487
Suriname,SUR,2011,0.27358946,4.725827,4.1048203,0.8968004,0.21677952
Suriname,SUR,2012,0.27412817,4.7245193,4.1150036,0.8968744,0.2194073
Suriname,SUR,2013,0.27472976,4.722177,4.126542,0.89695686,0.22158416
Suriname,SUR,2014,0.27524853,4.721392,4.1369367,0.89705306,0.22345048
Suriname,SUR,2015,0.27554032,4.722758,4.143137,0.89713734,0.22536553
Suriname,SUR,2016,0.275722,4.7286196,4.138445,0.89720845,0.22715543
Suriname,SUR,2017,0.27582678,4.7311587,4.1324973,0.89726514,0.22812231
Suriname,SUR,2018,0.27577627,4.71931,4.1351695,0.89730805,0.22850771
Suriname,SUR,2019,0.2756343,4.6881685,4.141955,0.8973406,0.22762749
Sweden,SWE,1990,0.28247505,4.1926537,4.7261386,0.9692423,0.41253954
Sweden,SWE,1991,0.28243864,4.219642,4.731818,0.9692026,0.4118109
Sweden,SWE,1992,0.28238055,4.2393165,4.7370696,0.9691628,0.41127172
Sweden,SWE,1993,0.2823004,4.254111,4.7416477,0.9691405,0.41101903
Sweden,SWE,1994,0.2822003,4.2628856,4.7453403,0.9691259,0.41121778
Sweden,SWE,1995,0.28208625,4.26665,4.747839,0.9691266,0.41209525
Sweden,SWE,1996,0.2819342,4.2602377,4.7498245,0.96913195,0.41467625
Sweden,SWE,1997,0.28174186,4.2432218,4.751873,0.9691258,0.41965687
Sweden,SWE,1998,0.28153095,4.224361,4.7537622,0.9691176,0.4261799
Sweden,SWE,1999,0.28133804,4.2076826,4.755499,0.9691066,0.43276325
Sweden,SWE,2000,0.28119302,4.1992197,4.75691,0.96909446,0.43789804
Sweden,SWE,2001,0.2810993,4.1991477,4.7599525,0.9697314,0.4413976
Sweden,SWE,2002,0.2810437,4.2021055,4.765343,0.9712562,0.44641316
Sweden,SWE,2003,0.28100553,4.2052155,4.771241,0.97305906,0.45151484
Sweden,SWE,2004,0.28096583,4.2103257,4.7759933,0.9745604,0.45612034
Sweden,SWE,2005,0.2808977,4.2129164,4.777713,0.97516423,0.45930645
Sweden,SWE,2006,0.28073454,4.217909,4.7738914,0.9751218,0.46289718
Sweden,SWE,2007,0.2804766,4.225591,4.7653008,0.9750791,0.46599296
Sweden,SWE,2008,0.28018516,4.234264,4.7554255,0.9750263,0.46931773
Sweden,SWE,2009,0.27991498,4.2407866,4.7479687,0.97497815,0.47211382
Sweden,SWE,2010,0.2797282,4.2407126,4.7463956,0.97492015,0.47481048
Sweden,SWE,2011,0.27963156,4.22631,4.7557306,0.974864,0.47831133
Sweden,SWE,2012,0.27958226,4.1989436,4.7743897,0.9747945,0.48268986
Sweden,SWE,2013,0.2795508,4.1665277,4.7959495,0.97469544,0.48728612
Sweden,SWE,2014,0.27949017,4.1359577,4.814231,0.9745827,0.4914327
Sweden,SWE,2015,0.27936536,4.120638,4.8231792,0.97445,0.49534827
Sweden,SWE,2016,0.27535465,4.11966,4.815395,0.9743236,0.50228727
Sweden,SWE,2017,0.27111426,4.121651,4.804309,0.9741993,0.5089513
Sweden,SWE,2018,0.27053487,4.1201286,4.7994685,0.9740638,0.511898
Sweden,SWE,2019,0.27025598,4.116486,4.795127,0.97393054,0.51417124
Switzerland,CHE,1990,0.28226843,4.3947945,6.4558086,0.93338865,0.45546156
Switzerland,CHE,1991,0.2819431,4.3783665,6.463797,0.93336517,0.45821488
Switzerland,CHE,1992,0.28161117,4.3597436,6.4718676,0.93339217,0.46133587
Switzerland,CHE,1993,0.28129566,4.341369,6.479186,0.9334592,0.46458197
Switzerland,CHE,1994,0.28101903,4.3204045,6.4852715,0.9335733,0.4676375
Switzerland,CHE,1995,0.2808057,4.299311,6.4897356,0.9337286,0.47043008
Switzerland,CHE,1996,0.28054866,4.2780943,6.493734,0.93390846,0.4741584
Switzerland,CHE,1997,0.28018326,4.252891,6.4987364,0.93409544,0.47823626
Switzerland,CHE,1998,0.27979368,4.223983,6.5038986,0.93427557,0.48181355
Switzerland,CHE,1999,0.2794646,4.189216,6.508471,0.9344479,0.48490757
Switzerland,CHE,2000,0.2792799,4.142584,6.5116677,0.9345964,0.48670807
Switzerland,CHE,2001,0.27923554,4.011878,6.5124407,0.93560815,0.48651457
Switzerland,CHE,2002,0.27924976,3.7771919,6.511807,0.93784195,0.48370346
Switzerland,CHE,2003,0.2792986,3.5133593,6.5112557,0.9404432,0.48048544
Switzerland,CHE,2004,0.27935764,3.2970288,6.512515,0.94258314,0.47820917
Switzerland,CHE,2005,0.2794013,3.2073069,6.5172462,0.9434283,0.47727862
Switzerland,CHE,2006,0.27947813,3.2654638,6.557234,0.9433202,0.4792302
Switzerland,CHE,2007,0.27961886,3.403029,6.6427507,0.9431916,0.4818434
Switzerland,CHE,2008,0.27978534,3.5664945,6.7428365,0.94303626,0.48557788
Switzerland,CHE,2009,0.27993673,3.703967,6.826749,0.94287515,0.4887165
Switzerland,CHE,2010,0.28002983,3.7600088,6.863533,0.9427256,0.49069282
Switzerland,CHE,2011,0.2800994,3.754557,6.8639407,0.94258153,0.49119282
Switzerland,CHE,2012,0.2801868,3.7400513,6.860276,0.9424577,0.49222958
Switzerland,CHE,2013,0.28028223,3.722054,6.8540144,0.9423424,0.4915266
Switzerland,CHE,2014,0.28037176,3.7073913,6.846777,0.9422369,0.4922007
Switzerland,CHE,2015,0.28043953,3.6999056,6.8399982,0.9421385,0.49183723
Switzerland,CHE,2016,0.28062987,3.7047162,6.817221,0.9420403,0.4904624
Switzerland,CHE,2017,0.28076303,3.7103853,6.7933817,0.94194055,0.4894723
Switzerland,CHE,2018,0.28052408,3.7097785,6.78825,0.94183946,0.48961532
Switzerland,CHE,2019,0.2799828,3.705447,6.79061,0.9417426,0.4910716
Syria,SYR,1990,0.24556965,4.112071,5.25451,0.76737016,0.14537823
Syria,SYR,1991,0.24571797,4.093559,5.262732,0.7673732,0.14582826
Syria,SYR,1992,0.2458598,4.0767336,5.270075,0.7673769,0.14642231
Syria,SYR,1993,0.24598448,4.0609455,5.2763224,0.76739633,0.14673
Syria,SYR,1994,0.24608311,4.0479994,5.2808757,0.7674296,0.14725296
Syria,SYR,1995,0.24614806,4.0393043,5.28294,0.76745963,0.14755662
Syria,SYR,1996,0.24621996,4.0302014,5.2837462,0.76748157,0.1476138
Syria,SYR,1997,0.24632262,4.0208163,5.284846,0.7674982,0.14830689
Syria,SYR,1998,0.24642594,4.0133758,5.2860155,0.76751095,0.14828385
Syria,SYR,1999,0.24649979,4.006579,5.286967,0.767517,0.14891876
Syria,SYR,2000,0.24651293,4.003344,5.2876725,0.767518,0.1494149
Syria,SYR,2001,0.2463666,3.9984822,5.2905235,0.76751506,0.14971842
Syria,SYR,2002,0.24606258,3.9970515,5.295967,0.7674426,0.15084746
Syria,SYR,2003,0.24571149,3.995061,5.302089,0.7673051,0.15253066
Syria,SYR,2004,0.24542427,3.9914768,5.3068705,0.76710284,0.15407284
Syria,SYR,2005,0.2453272,3.9852338,5.3065543,0.76671296,0.15563457
Syria,SYR,2006,0.24540302,3.972715,5.308115,0.7663926,0.15713046
Syria,SYR,2007,0.24551909,3.955014,5.3192,0.7664156,0.15952468
Syria,SYR,2008,0.24564989,3.9357684,5.33398,0.76652384,0.16206534
Syria,SYR,2009,0.24575453,3.92109,5.3488417,0.7666132,0.16410312
Syria,SYR,2010,0.24575496,3.9163485,5.3656163,0.7669167,0.16489868
Syria,SYR,2011,0.24556512,3.9282024,5.396182,0.76782554,0.16490315
Syria,SYR,2012,0.24518502,3.9527407,5.4464083,0.76947033,0.16572529
Syria,SYR,2013,0.24472778,3.9801238,5.500404,0.7711784,0.1662196
Syria,SYR,2014,0.24429666,4.004641,5.544481,0.7724549,0.1658061
Syria,SYR,2015,0.24394187,4.0190196,5.5730925,0.7733116,0.16542745
Syria,SYR,2016,0.24337566,4.0246024,5.577325,0.7739394,0.16390045
Syria,SYR,2017,0.24283765,4.0250025,5.5742683,0.774231,0.16194311
Syria,SYR,2018,0.24257739,4.061715,5.5849195,0.77407384,0.16002867
Syria,SYR,2019,0.24236715,4.132855,5.60757,0.77377516,0.15828523
Taiwan,TWN,1990,0.29491174,2.4643881,3.9140468,0.19388777,0.12285947
Taiwan,TWN,1991,0.29538062,2.466249,3.8540366,0.19390798,0.12519293
Taiwan,TWN,1992,0.29579815,2.4702513,3.8002563,0.19392596,0.12758778
Taiwan,TWN,1993,0.296132,2.4740856,3.7570157,0.19394037,0.13035698
Taiwan,TWN,1994,0.29637253,2.4772372,3.7278712,0.19395602,0.13258708
Taiwan,TWN,1995,0.2964643,2.4816089,3.7175274,0.19396116,0.134457
Taiwan,TWN,1996,0.2964369,2.486516,3.7214985,0.19396004,0.13682675
Taiwan,TWN,1997,0.2963609,2.4941137,3.7307284,0.19395484,0.13832845
Taiwan,TWN,1998,0.29629433,2.5047166,3.7419403,0.19394699,0.1399359
Taiwan,TWN,1999,0.29630548,2.5144653,3.751164,0.19394766,0.14185074
Taiwan,TWN,2000,0.2964408,2.5236475,3.755418,0.19393642,0.14378415
Taiwan,TWN,2001,0.29731417,2.533164,3.7473059,0.19392297,0.14547646
Taiwan,TWN,2002,0.29907438,2.5446858,3.7273781,0.19390714,0.14714459
Taiwan,TWN,2003,0.30109635,2.556286,3.7034314,0.19389133,0.1488094
Taiwan,TWN,2004,0.30275315,2.5651302,3.6829162,0.19389291,0.15025066
Taiwan,TWN,2005,0.30341995,2.571733,3.6741533,0.19388148,0.15142784
Taiwan,TWN,2006,0.3030084,2.5730937,3.6723363,0.19387212,0.15277798
Taiwan,TWN,2007,0.30207685,2.5739336,3.6687465,0.19386305,0.15407865
Taiwan,TWN,2008,0.30097318,2.5712206,3.66481,0.19385421,0.155096
Taiwan,TWN,2009,0.30004162,2.5688415,3.661672,0.19386494,0.15648039
Taiwan,TWN,2010,0.29964763,2.5719993,3.6611485,0.19385885,0.15779077
Taiwan,TWN,2011,0.3008897,2.5752518,3.6642144,0.19384992,0.15932994
Taiwan,TWN,2012,0.3039525,2.579227,3.6696846,0.19383743,0.16139746
Taiwan,TWN,2013,0.30780765,2.583701,3.6756203,0.1938229,0.16315362
Taiwan,TWN,2014,0.31141537,2.5878139,3.6799946,0.19382364,0.16508651
Taiwan,TWN,2015,0.31376752,2.5891738,3.6813078,0.19381157,0.16683172
Taiwan,TWN,2016,0.31567347,2.5833325,3.6510024,0.19379833,0.16880834
Taiwan,TWN,2017,0.31674987,2.574691,3.6210475,0.19378453,0.17060523
Taiwan,TWN,2018,0.31572646,2.5693512,3.6313531,0.19377181,0.17234246
Taiwan,TWN,2019,0.31342354,2.564065,3.6654854,0.19377136,0.173583
Tajikistan,TJK,1990,0.26935932,3.004995,2.373344,0.51623213,0.10320671
Tajikistan,TJK,1991,0.26861778,2.9929056,2.3729165,0.51619554,0.10032229
Tajikistan,TJK,1992,0.26782745,2.979819,2.3728073,0.51618403,0.097500354
Tajikistan,TJK,1993,0.26701865,2.9664843,2.373306,0.516195,0.09444191
Tajikistan,TJK,1994,0.26623398,2.9536452,2.373548,0.5161991,0.091185875
Tajikistan,TJK,1995,0.26550457,2.9389253,2.3731706,0.51618224,0.088047765
Tajikistan,TJK,1996,0.26460937,2.9246213,2.372755,0.51615787,0.08465125
Tajikistan,TJK,1997,0.26345405,2.905502,2.3724427,0.5161527,0.08069073
Tajikistan,TJK,1998,0.26228458,2.8868654,2.371959,0.5161486,0.07688002
Tajikistan,TJK,1999,0.26134163,2.869711,2.3711233,0.5161366,0.07392668
Tajikistan,TJK,2000,0.26086304,2.8569806,2.3699644,0.51611304,0.072808675
Tajikistan,TJK,2001,0.26075882,2.8489761,2.3688378,0.5160813,0.07285513
Tajikistan,TJK,2002,0.2607407,2.8426387,2.368187,0.5160687,0.0729481
Tajikistan,TJK,2003,0.2607808,2.8361266,2.3679924,0.51606536,0.07368593
Tajikistan,TJK,2004,0.26084933,2.830986,2.3678758,0.51606,0.07381751
Tajikistan,TJK,2005,0.2609108,2.825725,2.3677762,0.51605016,0.074458525
Tajikistan,TJK,2006,0.26098874,2.81473,2.3679514,0.5160384,0.07491698
Tajikistan,TJK,2007,0.26110864,2.799175,2.3687034,0.5160408,0.07613873
Tajikistan,TJK,2008,0.26125327,2.7831044,2.369926,0.5160475,0.07715708
Tajikistan,TJK,2009,0.26140425,2.7690935,2.3712564,0.51605076,0.07837699
Tajikistan,TJK,2010,0.26154009,2.7633934,2.3726559,0.5160487,0.079556234
Tajikistan,TJK,2011,0.26174393,2.7647972,2.3760438,0.5160449,0.080587156
Tajikistan,TJK,2012,0.2620665,2.7711563,2.3821778,0.51604784,0.08205194
Tajikistan,TJK,2013,0.26244345,2.777561,2.3893077,0.51605076,0.08333616
Tajikistan,TJK,2014,0.26280975,2.7840016,2.3954835,0.5160496,0.08444307
Tajikistan,TJK,2015,0.2630972,2.7887883,2.3990412,0.5160451,0.0855128
Tajikistan,TJK,2016,0.26380694,2.7905498,2.4002106,0.5160399,0.086909756
Tajikistan,TJK,2017,0.2644135,2.7956195,2.4008846,0.5160375,0.08782365
Tajikistan,TJK,2018,0.26426008,2.8032863,2.4019766,0.5160346,0.088138014
Tajikistan,TJK,2019,0.2636819,2.8172803,2.4035394,0.51602787,0.08860962
Tanzania,TZA,1990,0.20817596,4.822181,3.7001886,0.59107655,0.087464795
Tanzania,TZA,1991,0.2080684,4.816854,3.701398,0.59107655,0.08672659
Tanzania,TZA,1992,0.2079628,4.8111773,3.7025676,0.59107727,0.08610336
Tanzania,TZA,1993,0.20786753,4.80598,3.7035966,0.59107965,0.08562647
Tanzania,TZA,1994,0.20779015,4.8000193,3.7043366,0.59108204,0.08540919
Tanzania,TZA,1995,0.2077399,4.797696,3.7046993,0.59108526,0.085212335
Tanzania,TZA,1996,0.20766157,4.793581,3.7051306,0.59108895,0.08508501
